00:40:16,ADC - Global Connectivity Solutions Division 
68:78:4c,Nortel Networks 
00:22:21,ITOH DENKI COLTD. 
88:94:7e,Fiberhome Telecommunication Technologies Co.LTD 
00:30:b2,L-3 Sonoma EO 
00:30:53,Basler AG 
00:12:6e,Seidel Elektronik GmbH Nfg.KG 
f8:db:88,Dell Inc. 
00:12:21,B.Braun Melsungen AG 
00:02:92,Logic Innovations Inc. 
00:21:2e,dresden-elektronik 
88:bd:78,Flaircomm MicroelectronicsInc. 
00:21:4a,Pixel Velocity Inc 
0c:41:3e,Microsoft Corporation 
00:24:b6,Seagate Technology 
34:ba:38,PAL MOHAN ELECTRONICS PVT LTD 
60:64:05,Texas Instruments 
00:1b:85,MAN Diesel SE 
00:23:ff,Beijing HTTC Technology Ltd. 
00:19:e9,S-Information Technolgy Co. Ltd. 
00:17:17,Leica Geosystems AG 
68:91:d0,IEEE Registration Authority 
18:3d:a2,Intel Corporate 
00:23:5f,Silicon Micro Sensors GmbH 
78:5c:72,Hioso Technology Co. Ltd. 
7c:fe:28,Salutron Inc. 
a8:6b:7c,SHENZHEN FENGLIAN TECHNOLOGY CO. LTD. 
00:12:79,Hewlett Packard 
00:1a:07,Arecont Vision 
00:1d:90,EMCO Flow Systems 
00:50:b7,BOSER TECHNOLOGY CO. LTD. 
00:1e:5b,Unitron Company Inc. 
00:02:79,Control Applications Ltd. 
00:13:86,ABB Inc./Totalflow 
00:50:3f,ANCHOR GAMES 
44:66:6e,IP-LINE 
00:30:84,ALLIED TELESYN INTERNAIONAL 
00:04:7b,Schlumberger 
e0:cf:2d,Gemintek Corporation 
38:ec:11,Novatek Microelectronics Corp. 
fc:23:25,EosTek (Shenzhen) Co. Ltd. 
64:16:8d,Cisco Systems Inc 
08:00:1a,TIARA/ 10NET 
00:0f:a9,PC Fabrik 
00:d0:41,AMIGO TECHNOLOGY CO. LTD. 
80:d4:33,LzLabs GmbH 
00:16:8e,Vimicro corporation 
48:dc:fb,Nokia Corporation 
58:2e:fe,Lighting Science Group 
cc:72:0f,Viscount Systems Inc. 
54:2c:ea,PROTECTRON 
00:1c:74,Syswan Technologies Inc. 
00:05:ba,Area Netwoeks Inc. 
00:0a:60,Autostar Technology Pte Ltd 
00:d0:27,APPLIED AUTOMATION INC. 
18:b5:91,I-Storm 
54:d1:63,MAX-TECHINC 
00:1b:cc,KINGTEK CCTV ALLIANCE CO. LTD. 
48:5a:3f,WISOL 
00:20:fd,ITV TECHNOLOGIES INC. 
68:fb:95,Generalplus Technology Inc. 
00:1b:de,Renkus-Heinz Inc. 
00:26:fe,MKD Technology Inc. 
d0:d2:86,Beckman Coulter K.K. 
80:7b:1e,Corsair Components 
00:08:fa,KEB Automation KG 
34:c3:ac,Samsung Electronics Co.Ltd 
38:fe:c5,Ellips B.V. 
cc:b2:55,D-Link International 
38:f1:35,SensorTec-Canada 
00:60:a3,CONTINUUM TECHNOLOGY CORP. 
00:81:f9,Texas Instruments 
00:50:03,Xrite Inc 
b0:a3:7e,Qingdao Haier Telecom Co.，Ltd 
2c:34:27,ERCO & GENER 
00:24:70,AUROTECH ultrasound AS. 
00:16:e8,Sigma Designs Inc. 
38:f5:57,JOLATA INC. 
00:25:2b,Stirling Energy Systems 
00:04:a2,L.S.I. Japan Co. Ltd. 
48:17:4c,MicroPower technologies 
50:25:2b,Nethra Imaging Incorporated 
00:0c:1f,Glimmerglass Networks 
00:c0:b3,COMSTAT DATACOMM CORPORATION 
40:7c:7d,Nokia 
00:18:bd,SHENZHEN DVBWORLD TECHNOLOGY CO. LTD. 
c0:74:2b,SHENZHEN XUNLONG SOFTWARE CO.LIMITED 
8c:83:9d,SHENZHEN XINYUPENG ELECTRONIC TECHNOLOGY CO. LTD 
00:13:c4,Cisco Systems Inc 
b8:55:10,Zioncom Electronics (Shenzhen) Ltd. 
a0:0c:a1,SKTB SKiT 
00:c0:86,THE LYNK CORPORATION 
28:84:0e,silicon valley immigration service 
00:02:56,Alpha Processor Inc. 
30:e4:8e,Vodafone UK 
00:06:29,IBM Corp 
00:0c:b2,UNION co. ltd. 
00:22:2f,Open Grid Computing Inc. 
00:26:34,Infineta Systems Inc 
00:da:55,Cisco Systems Inc 
90:3c:ae,Yunnan KSEC Digital Technology Co.Ltd. 
30:84:54,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.LTD 
a4:97:bb,Hitachi Industrial Equipment Systems Co.Ltd 
0c:f5:a4,Cisco Systems Inc 
00:10:da,Kollmorgen Corp 
88:e0:f3,Juniper Networks 
fc:01:9e,VIEVU 
00:21:a3,Micromint 
00:1b:82,Taiwan Semiconductor Co. Ltd. 
54:79:75,Nokia Corporation 
d8:1f:cc,Brocade Communications Systems Inc. 
40:74:96,aFUN TECHNOLOGY INC. 
54:ed:a3,Navdy Inc. 
00:aa:00,Intel Corporation 
60:f2:81,TRANWO TECHNOLOGY CO. LTD. 
30:91:8f,Technicolor 
c8:db:26,Logitech 
00:09:27,TOYOKEIKI CO.LTD. 
00:18:ab,BEIJING LHWT MICROELECTRONICS INC. 
e0:18:77,FUJITSU LIMITED 
00:0b:f2,Chih-Kan Technology Co. Ltd. 
00:23:8b,QUANTA COMPUTER INC. 
d4:67:e7,Fiberhome Telecommunication Technologies Co.LTD 
44:03:a7,Cisco Systems Inc 
00:17:5f,XENOLINK Communications Co. Ltd. 
4c:b7:6d,Novi Security 
00:c0:da,NICE SYSTEMS LTD. 
00:40:91,PROCOMP INDUSTRIA ELETRONICA 
00:1a:a9,FUJIAN STAR-NET COMMUNICATION CO.LTD 
00:10:35,Elitegroup Computer Systems Co.Ltd. 
00:90:a2,CyberTAN Technology Inc. 
00:16:a5,Tandberg Storage ASA 
00:20:c4,INETINC. 
24:5f:df,KYOCERA CORPORATION 
00:05:54,Rangestar Wireless 
90:ff:79,Metro Ethernet Forum 
00:07:b8,Corvalent Corporation 
88:94:71,Brocade Communications Systems Inc. 
00:1d:b1,Crescendo Networks 
00:20:2a,N.V. DZINE 
00:20:6d,DATA RACE INC. 
00:16:cf,Hon Hai Precision Ind. Co.Ltd. 
40:3c:fc,Apple Inc. 
00:04:95,Tejas Networks India Limited 
00:60:df,Brocade Communications Systems Inc. 
00:07:12,JAL Information Technology 
00:23:d5,WAREMA electronic GmbH 
00:04:2a,Wireless Networks Inc. 
00:30:b5,Tadiran Microwave Networks 
10:95:4b,Megabyte Ltd. 
00:08:4f,Qualstar Corporation 
00:07:ad,Pentacon GmbH Foto-und Feinwerktechnik 
c0:1a:da,Apple Inc. 
00:5d:03,Xilinx Inc 
70:55:f8,Cerebras Systems Inc 
e4:fa:fd,Intel Corporate 
cc:46:39,WAAV Inc. 
00:08:19,Banksys 
00:1b:c6,Strato Rechenzentrum AG 
00:20:09,PACKARD BELL ELEC. INC. 
00:01:54,G3M Corporation 
00:c0:14,TELEMATICS CALABASAS INT'LINC 
00:0d:2e,Matsushita Avionics Systems Corporation 
04:5a:95,Nokia Corporation 
00:20:7d,ADVANCED COMPUTER APPLICATIONS 
00:14:17,RSE Informations Technologie GmbH 
00:1c:45,Chenbro Micom Co. Ltd. 
74:86:0b,Cisco Systems Inc 
dc:b4:c4,Microsoft XCG 
7c:2e:0d,Blackmagic Design 
80:58:c5,NovaTec Kommunikationstechnik GmbH 
4c:f4:5b,Blue Clover Devices 
d8:16:c1,DEWAV (HK) ELECTRONICS LIMITED 
c4:60:44,Everex Electronics Limited 
f0:92:1c,Hewlett Packard 
00:04:df,Teracom Telematica Ltda. 
00:15:0a,Sonoa Systems Inc 
e0:dd:c0,vivo Mobile Communication Co. Ltd. 
c8:f6:50,Apple Inc. 
00:00:3c,AUSPEX SYSTEMS INC. 
70:ec:e4,Apple Inc. 
fc:65:de,Amazon Technologies Inc. 
00:0a:9f,Pannaway Technologies Inc. 
00:17:05,Methode Electronics 
00:1a:37,Lear Corporation 
00:21:0e,Orpak Systems L.T.D. 
90:3a:e6,PARROT SA 
00:60:f2,LASERGRAPHICS INC. 
d0:04:01,Motorola Mobility LLC a Lenovo Company 
70:ee:50,Netatmo 
08:00:57,Evans & Sutherland 
00:0c:c6,Ka-Ro electronics GmbH 
18:1b:eb,Actiontec Electronics Inc 
00:01:b6,SAEJIN T&M Co. Ltd. 
40:b9:3c,Hewlett Packard Enterprise 
00:03:df,Desana Systems 
00:13:62,ShinHeung Precision Co. Ltd. 
0c:47:c9,Amazon Technologies Inc. 
00:60:08,3COM CORPORATION 
68:2d:dc,Wuhan Changjiang Electro-Communication Equipment CO.LTD 
50:06:ab,Cisco Systems Inc 
4c:bc:42,Shenzhen Hangsheng Electronics Co.Ltd. 
00:17:87,Brother Brother & Sons ApS 
70:4f:57,TP-LINK TECHNOLOGIES CO.LTD. 
a4:d9:a4,neXus ID Solutions AB 
00:16:26,ARRIS Group Inc. 
90:09:17,Far-sighted mobile 
f4:b1:64,Lightning Telecommunications Technology Co. Ltd 
00:1b:c0,Juniper Networks 
00:16:dc,ARCHOS 
64:9c:81,Qualcomm Inc. 
00:0e:de,REMEC Inc. 
8c:e0:81,zte corporation 
08:ef:ab,SAYME WIRELESS SENSOR NETWORK 
00:1b:e4,TOWNET SRL 
00:0f:7f,UBSTORAGE Co.Ltd. 
a4:fb:8d,Hangzhou Dunchong Technology Co.Ltd 
2c:7e:cf,Onzo Ltd 
00:a0:7e,AVID TECHNOLOGY INC. 
94:e8:48,FYLDE MICRO LTD 
dc:1a:01,Ecoliv Technology ( Shenzhen ) Ltd. 
00:d0:30,Safetran Systems Corp 
7c:f0:5f,Apple Inc. 
00:e0:ea,INNOVAT COMMUNICATIONS INC. 
00:1b:67,Cisco Systems Inc 
00:60:0c,Eurotech Inc. 
00:1e:ab,TeleWell Oy 
00:26:85,Digital Innovation 
00:12:38,SetaBox Technology Co. Ltd. 
00:24:b8,free alliance sdn bhd 
ac:e4:b5,Apple Inc. 
00:1f:f1,Paradox Hellas S.A. 
00:14:dd,Covergence Inc. 
e0:0e:da,Cisco Systems Inc 
34:f6:4b,Intel Corporate 
60:b4:f7,Plume Design Inc 
00:04:37,Powin Information Technology Inc. 
a0:4e:a7,Apple Inc. 
ac:50:36,Pi-Coral Inc 
ac:61:23,Drivven Inc. 
08:8e:4f,SF Software Solutions 
28:26:a6,PBR electronics GmbH 
00:1b:48,Shenzhen Lantech Electronics Co. Ltd. 
00:50:06,TAC AB 
00:01:55,Promise Technology Inc. 
00:e0:94,OSAI SRL 
00:26:1c,NEOVIA INC. 
02:1c:7c,PERQ SYSTEMS CORPORATION 
f4:5f:69,Matsufu Electronics distribution Company 
00:30:ac,Systeme Lauer GmbH & Co. Ltd. 
24:fd:5b,SmartThings Inc. 
b0:f1:a3,Fengfan (BeiJing) Technology Co. Ltd. 
94:ac:ca,trivum technologies GmbH 
00:0c:1b,ORACOM Co Ltd. 
70:7d:b9,Cisco Systems Inc 
54:05:5f,Alcatel Lucent 
00:05:02,Apple Inc. 
ec:81:93,Logitech Inc 
00:20:eb,CINCINNATI MICROWAVE INC. 
b4:d8:de,iota Computing Inc. 
00:08:ea,Motion Control Engineering Inc 
cc:10:a3,Beijing Nan Bao Technology Co. Ltd. 
00:09:06,Esteem Networks 
00:0e:95,Fujiya Denki Seisakusho Co.Ltd. 
00:1e:dc,Sony Mobile Communications AB 
18:d6:cf,Kurth Electronic GmbH 
34:99:d7,Universal Flow Monitors Inc. 
00:06:a0,Mx Imaging 
00:25:02,NaturalPoint 
00:60:76,SCHLUMBERGER TECHNOLOGIES RETAIL PETROLEUM SYSTEMS 
ac:72:36,Lexking Technology Co. Ltd. 
3c:67:8c,HUAWEI TECHNOLOGIES CO.LTD 
00:18:c4,Raba Technologies LLC 
00:13:b3,Ecom Communications Technology Co. Ltd. 
5c:0e:8b,Extreme Networks Inc. 
ec:fa:bc,Espressif Inc. 
00:0c:52,Roll Systems Inc. 
00:5b:a1,shanghai huayuan chuangxin software CO. LTD. 
90:0a:3a,PSG Plastic Service GmbH 
b8:af:67,Hewlett Packard 
fc:8f:90,Samsung Electronics Co.Ltd 
00:50:74,ADVANCED HI-TECH CORP. 
c4:f1:d1,BEIJING SOGOU TECHNOLOGY DEVELOPMENT CO. LTD. 
90:68:c3,Motorola Mobility LLC a Lenovo Company 
40:1d:59,Biometric Associates LP 
00:60:c1,WaveSpan Corporation 
00:23:95,ARRIS Group Inc. 
c8:ff:28,Liteon Technology Corporation 
98:7e:46,Emizon Networks Limited 
00:d0:09,HSING TECH. ENTERPRISE CO. LTD 
00:04:fb,Commtech Inc. 
6c:fa:58,Avaya Inc 
00:0b:fc,Cisco Systems Inc 
00:60:d4,ELDAT COMMUNICATION LTD. 
a0:1d:48,Hewlett Packard 
24:79:2a,Ruckus Wireless 
c4:cb:6b,Airista Flow Inc. 
d4:4c:9c,Shenzhen YOOBAO Technology Co.Ltd 
00:08:cf,Nippon Koei Power Systems Co. Ltd. 
00:05:a3,QEI Inc. 
00:e0:9b,ENGAGE NETWORKS INC. 
68:09:27,Apple Inc. 
a0:a3:e2,Actiontec Electronics Inc 
00:03:e0,ARRIS Group Inc. 
ec:d9:d1,Shenzhen TG-NET Botone Technology Co.Ltd. 
70:3d:15,Hangzhou H3C Technologies Co. Limited 
30:0e:e3,Aquantia Corporation 
00:21:95,GWD Media Limited 
b4:b2:65,DAEHO I&T 
00:1b:e8,Ultratronik GmbH 
00:10:bb,DATA & INFORMATION TECHNOLOGY 
00:21:7e,Telit Communication s.p.a 
00:30:11,HMS Industrial Networks 
28:6f:7f,Cisco Systems Inc 
18:e7:f4,Apple Inc. 
00:26:95,ZT Group Int'l Inc 
74:7d:b6,Aliwei Communications Inc 
00:1d:e6,Cisco Systems Inc 
b4:51:f9,NB Software 
00:90:08,HanA Systems Inc. 
b4:a8:2b,Histar Digital Electronics Co. Ltd. 
54:ee:75,Wistron InfoComm(Kunshan)Co.Ltd. 
64:c9:44,LARK Technologies Inc 
08:00:3d,CADNETIX CORPORATIONS 
00:0b:49,RF-Link System Inc. 
5c:0c:bb,CELIZION Inc. 
04:03:d6,Nintendo Co.Ltd 
00:0e:7e,ionSign Oy 
00:14:ff,Precise Automation Inc. 
6c:09:d6,Digiquest Electronics LTD 
8c:e7:8c,DK Networks 
00:17:49,HYUNDAE YONG-O-SA CO.LTD 
60:77:e2,Samsung Electronics Co.Ltd 
68:5b:36,POWERTECH INDUSTRIAL CO. LTD. 
b8:ca:3a,Dell Inc. 
ec:a9:fa,GUANGDONG GENIUS TECHNOLOGY CO.LTD. 
00:24:91,Samsung Electronics Co.Ltd 
00:01:8e,Logitec Corporation 
00:19:42,ON SOFTWARE INTERNATIONAL LIMITED 
94:98:a2,Shanghai LISTEN TECH.LTD 
c8:33:4b,Apple Inc. 
00:1f:fd,Indigo Mobile Technologies Corp. 
5c:41:e7,Wiatec International Ltd. 
00:02:a1,World Wide Packets 
00:08:09,Systemonic AG 
d8:97:ba,PEGATRON CORPORATION 
00:90:93,NANAO CORPORATION 
34:78:d7,Gionee Communication Equipment Co.Ltd. 
00:10:63,STARGUIDE DIGITAL NETWORKS 
00:e0:2b,Extreme Networks Inc. 
00:07:42,Ormazabal 
90:d9:2c,HUG-WITSCHI AG 
00:09:5c,Philips Medical Systems - Cardiac and Monitoring Systems (CM 
00:0c:5f,Avtec Inc. 
00:60:9c,Perkin-Elmer Incorporated 
90:56:82,Lenbrook Industries Limited 
98:ee:cb,Wistron Infocomm (Zhongshan) Corporation 
3c:98:bf,Quest Controls Inc. 
78:e4:00,Hon Hai Precision Ind. Co.Ltd. 
00:0c:e4,NeuroCom International Inc. 
f8:94:c2,Intel Corporate 
00:00:0e,FUJITSU LIMITED 
c8:94:bb,HUAWEI TECHNOLOGIES CO.LTD 
00:02:ad,HOYA Corporation 
e8:6d:54,Digit Mobile Inc 
00:14:d7,Datastore Technology Corp 
00:d0:d8,3Com Corporation 
00:12:b8,G2 Microsystems 
f4:57:3e,Fiberhome Telecommunication Technologies Co.LTD 
00:16:c6,North Atlantic Industries 
00:1f:a7,Sony Interactive Entertainment Inc. 
00:20:69,ISDN SYSTEMS CORPORATION 
00:d0:ce,ASYST ELECTRONIC 
00:c0:fd,PROSUM 
fc:42:03,Samsung Electronics Co.Ltd 
00:78:88,Cisco Systems Inc 
e8:10:2e,Really Simple Software Inc 
00:80:bc,HITACHI ENGINEERING CO. LTD 
00:1a:1c,GT&T Engineering Pte Ltd 
00:1e:5e,COmputime Ltd. 
00:09:a1,Telewise Communications Inc. 
30:eb:1f,Skylab M&C Technology Co.Ltd 
c4:01:ce,PRESITION (2000) CO. LTD. 
00:40:26,BUFFALO.INC 
00:22:64,Hewlett Packard 
00:0e:c8,Zoran Corporation 
00:23:86,Tour & Andersson AB 
00:e0:0e,AVALON IMAGING SYSTEMS INC. 
e0:46:9a,NETGEAR 
00:20:cb,PRETEC ELECTRONICS CORP. 
00:0a:62,Crinis Networks Inc. 
94:c7:af,Raylios Technology 
00:22:2e,maintech GmbH 
00:07:94,Simple Devices Inc. 
48:7b:6b,HUAWEI TECHNOLOGIES CO.LTD 
70:56:81,Apple Inc. 
00:17:af,Enermet 
00:0f:da,YAZAKI CORPORATION 
00:20:ef,USC CORPORATION 
ec:8e:ad,DLX 
0c:2d:89,QiiQ Communications Inc. 
38:45:8c,MyCloud Technology corporation 
00:18:0d,Terabytes Server Storage Tech Corp 
00:50:8d,ABIT COMPUTER CORPORATION 
40:01:7a,Cisco Systems Inc 
00:10:d5,IMASDE CANARIAS S.A. 
00:23:2d,SandForce 
00:c0:12,NETSPAN CORPORATION 
64:5a:04,Chicony Electronics Co. Ltd. 
00:90:d4,BindView Development Corp. 
64:2b:8a,ALL BEST Industrial Co. Ltd. 
00:80:9c,LUXCOM INC. 
c8:a9:fc,Goyoo Networks Inc. 
d8:96:e0,Alibaba Cloud Computing Ltd. 
00:80:8c,NetScout Systems Inc. 
08:1f:f3,Cisco Systems Inc 
a0:89:e4,Skyworth Digital Technology(Shenzhen) Co.Ltd 
00:e0:03,NOKIA WIRELESS BUSINESS COMMUN 
00:22:fc,Nokia Danmark A/S 
00:12:b7,PTW Freiburg 
4c:02:89,LEX COMPUTECH CO. LTD 
24:69:3e,innodisk Corporation 
00:14:31,PDL Electronics Ltd 
e4:fe:d9,EDMI Europe Ltd 
00:16:9f,Vimtron Electronics Co. Ltd. 
98:90:96,Dell Inc. 
ec:62:64,Global411 Internet Services LLC 
00:a0:4b,TFL LAN INC. 
8c:7b:9d,Apple Inc. 
00:a0:09,WHITETREE NETWORK 
74:51:ba,Xiaomi Communications Co Ltd 
c8:90:3e,Pakton Technologies 
00:0c:3e,Crest Audio 
00:23:e6,Pirkus Inc. 
48:6e:73,Pica8 Inc. 
88:61:5a,Siano Mobile Silicon Ltd. 
00:3e:e1,Apple Inc. 
00:25:49,Jeorich Tech. Co.Ltd. 
e4:f3:f5,SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.LTD. 
00:d0:0a,LANACCESS TELECOM S.A. 
00:c0:55,MODULAR COMPUTING TECHNOLOGIES 
24:26:42,SHARP Corporation. 
08:00:3c,SCHLUMBERGER WELL SERVICES 
00:22:17,Neat Electronics 
7c:4c:58,Scale Computing Inc. 
00:40:48,SMD INFORMATICA S.A. 
00:20:8a,SONIX COMMUNICATIONS LTD. 
e4:3e:d7,Arcadyan Corporation 
00:11:95,D-Link Corporation 
74:99:75,IBM Corporation 
00:50:7b,MERLOT COMMUNICATIONS 
00:60:38,Nortel Networks 
c8:ae:9c,Shanghai TYD Elecronic Technology Co. Ltd 
18:e8:dd,MODULETEK 
08:6d:f2,Shenzhen MIMOWAVE Technology Co.Ltd 
00:0c:e3,Option International N.V. 
7c:10:15,Brilliant Home Technology Inc. 
00:6d:fb,Vutrix Technologies Ltd 
b8:ae:6e,Nintendo Co. Ltd. 
54:92:be,Samsung Electronics Co.Ltd 
78:87:0d,Unifiedgateways India Private Limited 
d0:93:f8,Stonestreet One LLC 
00:1e:a9,Nintendo Co. Ltd. 
00:26:08,Apple Inc. 
6c:ca:08,ARRIS Group Inc. 
b8:41:5f,ASP AG 
00:90:24,PIPELINKS INC. 
00:0c:b0,Star Semiconductor Corporation 
00:0e:89,CLEMATIC 
f8:8c:1c,KAISHUN ELECTRONIC TECHNOLOGY CO. LTD. BEIJING 
00:08:c2,Cisco Systems Inc 
d8:b6:d6,Blu Tether Limited 
74:67:f7,Extreme Networks Inc. 
00:80:66,ARCOM CONTROL SYSTEMS LTD. 
00:00:e1,GRID SYSTEMS 
54:c9:df,FN-LINK TECHNOLOGY LIMITED 
00:09:ad,HYUNDAI SYSCOMM INC. 
d4:f0:27,Navetas Energy Management 
00:1b:8c,JMicron Technology Corp. 
00:e0:6d,COMPUWARE CORPORATION 
00:24:ad,Adolf Thies Gmbh & Co. KG 
6c:62:6d,Micro-Star INT'L CO. LTD 
7c:03:c9,Shenzhen YOUHUA Technology Co. Ltd 
00:90:42,ECCS Inc. 
1c:96:5a,Weifang GoerTek Technology Co.Ltd. 
a0:21:b7,NETGEAR 
78:a8:73,Samsung Electronics Co.Ltd 
00:09:a2,Interface Co. Ltd. 
00:05:1c,Xnet Technology Corp. 
00:16:6b,Samsung Electronics Co.Ltd 
c8:3d:d4,CyberTAN Technology Inc. 
cc:6b:98,Minetec Wireless Technologies 
40:d3:ae,Samsung Electronics Co.Ltd 
68:b0:94,INESA ELECTRON CO.LTD 
70:61:73,Calantec GmbH 
00:90:92,Cisco Systems Inc 
7c:7d:41,Jinmuyu Electronics Co. Ltd. 
a8:e3:ee,Sony Interactive Entertainment Inc. 
00:1a:c4,2Wire Inc 
00:25:91,NEXTEK Inc. 
00:0e:8c,Siemens AG A&D ET 
00:90:09,I Controls Inc. 
00:00:ee,NETWORK DESIGNERS LTD. 
00:19:26,BitsGen Co. Ltd. 
00:26:da,Universal Media Corporation /Slovakia/ s.r.o. 
98:1d:fa,Samsung Electronics Co.Ltd 
00:1a:3d,Ajin Vision Co.Ltd 
00:09:25,VSN Systemen BV 
e0:c9:22,Jireh Energy Tech. Ltd. 
00:01:de,Trango Systems Inc. 
00:13:83,Application Technologies and Engineering Research Laboratory 
00:01:57,SYSWAVE CO. LTD 
00:17:62,Solar Technology Inc. 
00:60:7e,GIGALABS INC. 
00:03:22,IDIS Co. Ltd. 
00:18:da,AMBER wireless GmbH 
00:03:19,Infineon AG 
44:68:ab,JUIN COMPANY LIMITED 
00:26:3e,Trapeze Networks 
e0:91:53,XAVi Technologies Corp. 
c4:12:f5,D-Link International 
04:4f:4c,HUAWEI TECHNOLOGIES CO.LTD 
00:25:27,Bitrode Corp. 
ac:cc:8e,Axis Communications AB 
00:0b:dc,AKCP 
00:d0:f4,CARINTHIAN TECH INSTITUTE 
3c:bd:3e,Beijing Xiaomi Electronics Co. Ltd. 
ec:7d:11,vivo Mobile Communication Co. Ltd. 
24:05:0f,MTN Electronic Co. Ltd 
d4:d8:98,Korea CNO Tech Co. Ltd 
54:4a:05,wenglor sensoric gmbh 
00:08:cc,Remotec Inc. 
58:f9:8e,SECUDOS GmbH 
d8:dd:5f,BALMUDA Inc. 
8c:25:05,HUAWEI TECHNOLOGIES CO.LTD 
00:14:a1,Synchronous Communication Corp 
3c:95:09,Liteon Technology Corporation 
a0:64:8f,ASKEY COMPUTER CORP 
00:1e:cb,RPC Energoautomatika Ltd 
00:20:df,KYOSAN ELECTRIC MFG. CO. LTD. 
50:48:eb,BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD. 
00:0f:16,JAY HOW TECHNOLOGY CO. 
c0:f9:45,Toshiba Toko Meter Systems Co. LTD. 
d4:93:a0,Fidelix Oy 
00:05:31,Cisco Systems Inc 
34:4b:3d,Fiberhome Telecommunication Technologies Co.LTD 
00:1a:33,ASI Communications Inc. 
34:e6:d7,Dell Inc. 
08:00:72,XEROX CORP UNIV GRANT PROGRAM 
a0:20:a6,Espressif Inc. 
1c:91:79,Integrated System Technologies Ltd 
b4:d6:4e,Caldero Limited 
00:50:dc,TAS TELEFONBAU A. SCHWABE GMBH & CO. KG 
44:dc:91,PLANEX COMMUNICATIONS INC. 
b4:0e:dc,LG-Ericsson Co.Ltd. 
00:0e:c4,Iskra Transmission d.d. 
e8:61:1f,Dawning Information Industry Co.Ltd 
00:60:f7,DATAFUSION SYSTEMS 
8c:1a:bf,Samsung Electronics Co.Ltd 
00:30:5e,Abelko Innovation 
00:1a:2c,SATEC Co.LTD 
cc:6d:a0,Roku Inc. 
00:08:8d,Sigma-Links Inc. 
00:01:93,Hanbyul Telecom Co. Ltd. 
84:2c:80,Sichuan Changhong Electric Ltd. 
60:f4:45,Apple Inc. 
00:04:9d,Ipanema Technologies 
08:00:24,10NET COMMUNICATIONS/DCA 
a4:99:47,HUAWEI TECHNOLOGIES CO.LTD 
00:04:75,3 Com Corporation 
f8:5f:2a,Nokia Corporation 
00:00:59,Hellige GMBH 
00:bd:3a,Nokia Corporation 
28:84:fa,SHARP Corporation 
f8:5a:00,Sanford LP 
00:30:b4,INTERSIL CORP. 
f0:9c:e9,Aerohive Networks Inc. 
d0:67:e5,Dell Inc. 
00:00:8f,Raytheon 
a0:b5:da,HongKong THTF Co. Ltd 
98:aa:fc,IEEE Registration Authority 
00:1b:b6,Bird Electronic Corp. 
1c:fc:bb,Realfiction ApS 
00:0c:12,Micro-Optronic-Messtechnik GmbH 
00:1b:75,Hypermedia Systems 
08:74:f6,Winterhalter Gastronom GmbH 
00:24:07,TELEM SAS 
2c:d1:da,Sanjole Inc. 
00:25:f2,ARRIS Group Inc. 
00:1a:ad,ARRIS Group Inc. 
00:06:68,Vicon Industries Inc. 
20:91:d9,I'M SPA 
40:01:07,Arista Corp 
00:11:8c,Missouri Department of Transportation 
00:30:9b,Smartware 
2c:dc:ad,Wistron Neweb Corporation 
d4:12:96,Anobit Technologies Ltd. 
98:70:e8,INNATECH SDN BHD 
00:20:87,MEMOTEC INC. 
00:19:39,Gigamips 
00:0e:db,XiNCOM Corp. 
d4:ca:6e,u-blox AG 
00:1f:4b,Lineage Power 
00:fc:8b,Amazon Technologies Inc. 
98:30:71,DAIKYUNG VASCOM 
00:20:dd,Cybertec Pty Ltd 
00:5a:13,HUAWEI TECHNOLOGIES CO.LTD 
c0:e5:4e,ARIES Embedded GmbH 
00:11:20,Cisco Systems Inc 
7c:3b:d5,Imago Group 
00:13:03,GateConnect 
00:21:fd,LACROIX TRAFFIC S.A.U 
00:12:34,Camille Bauer 
94:92:bc,SYNTECH(HK) TECHNOLOGY LIMITED 
00:1d:ec,Marusys 
00:13:18,DGSTATION Co. Ltd. 
b8:ff:61,Apple Inc. 
00:1e:d6,Alentec & Orion AB 
2c:39:96,Sagemcom Broadband SAS 
3c:6f:ea,Panasonic India Pvt. Ltd. 
04:a3:16,Texas Instruments 
10:da:43,NETGEAR 
00:16:f5,Dalian Golden Hualu Digital Technology Co.Ltd 
00:18:9d,Navcast Inc. 
b0:9f:ba,Apple Inc. 
cc:08:8d,Apple Inc. 
bc:6e:76,Green Energy Options Ltd 
58:48:c0,COFLEC 
00:0d:93,Apple Inc. 
00:11:61,NetStreams LLC 
00:60:34,ROBERT BOSCH GmbH 
00:23:ed,ARRIS Group Inc. 
00:80:4f,DAIKIN INDUSTRIES LTD. 
48:d7:ff,BLANKOM Antennentechnik GmbH 
00:07:fb,Giga Stream UMTS Technologies GmbH 
58:7f:c8,S2M 
00:e0:eb,DIGICOM SYSTEMS INCORPORATED 
00:0b:6e,Neff Instrument Corp. 
00:e0:81,TYAN COMPUTER CORP. 
00:1a:60,Wave Electronics Co.Ltd. 
00:c0:6b,OSI PLUS CORPORATION 
90:56:92,Autotalks Ltd. 
00:1e:49,Cisco Systems Inc 
d8:67:d9,Cisco Systems Inc 
2c:1b:c8,Hunan Topview Network System CO.LTD 
